NAME,RADEG,DEDEG,CZ,LOGMSTAR,MODELU_RCORR,R90,MORPHEL,GRPCZ,FC,LOGMH,DEN1MPC
ECO00001,139.374,25.966,6454.9,10.73,1.48,33.7,L,6454.9,1,12.17,0.54
ECO00002,185.078,8.533,4338.9,9.37,1.06,17.3,L,4293.3,1,11.21,0.65
ECO00003,144.112,9.606,5443.5,8.19,0.87,21.6,L,5425.4,0,11.14,1.03
ECO00004,144.992,9.179,6374.6,8.45,0.88,10.0,L,6374.6,1,10.77,0.31
ECO00005,145.612,10.219,5713.0,8.79,1.4,7.7,E,5713.0,1,10.77,0.64
ECO00006,148.788,5.728,6962.2,8.31,0.95,9.9,L,6962.2,1,10.77,0.37
ECO00007,149.419,10.124,5230.4,8.39,1.2,17.8,L,5230.4,1,10.76,1.52
ECO00008,155.82,9.225,4580.1,8.43,0.95,21.5,L,4580.1,1,10.76,0.32
ECO00009,160.641,10.622,6383.6,8.57,1.22,9.9,L,6383.6,1,10.75,0.41
ECO00010,185.603,9.488,4580.4,8.51,1.09,17.4,L,4580.4,1,10.78,0.2
ECO00011,160.75,11.073,5824.9,9.09,1.2,30.0,L,5824.9,1,10.85,0.22
ECO00012,162.755,12.26,6141.2,8.69,1.27,18.9,L,6163.8,0,11.14,0.43
ECO00013,163.182,7.447,6613.3,8.53,0.82,16.4,L,6613.3,1,10.78,0.72
ECO00014,164.61,6.546,6425.6,8.61,0.9,21.7,L,6425.6,1,10.78,0.9
ECO00015,166.903,5.56,6651.7,8.55,0.97,15.7,L,6651.7,1,10.77,0.95
ECO00016,169.1,11.103,5850.1,8.65,1.38,7.9,E,5803.2,0,11.24,0.78
ECO00017,169.37,11.714,6137.8,8.39,0.7,10.4,L,6137.8,1,10.77,0.37
ECO00018,169.854,11.408,6132.3,8.65,0.85,15.0,L,6132.3,1,10.78,0.34
ECO00019,186.609,6.708,4105.3,8.65,1.21,39.4,L,4105.3,1,10.81,0.78
ECO00020,170.487,10.499,4345.7,8.23,0.75,9.0,E,4345.7,1,10.76,0.16
ECO00021,175.882,8.909,6250.7,8.63,1.6,12.1,L,6288.2,0,12.89,2.57
ECO00022,175.93,11.151,6083.2,8.65,1.07,17.2,L,6083.2,1,10.76,1.85
ECO00023,176.267,10.911,5906.5,8.39,1.23,11.6,L,5906.5,1,10.76,1.45
ECO00024,177.383,10.601,6376.0,8.67,1.26,23.8,L,6376.0,1,10.82,1.83
ECO00025,178.854,10.201,3051.6,8.65,0.83,49.5,L,3051.6,1,10.85,0.5
ECO00026,194.998,27.941,6110.2,8.85,1.15,20.2,E,6589.0,0,14.45,13.16
ECO00027,182.318,10.948,4423.7,8.41,0.76,8.6,E,4423.7,1,10.75,0.29
ECO00028,184.446,4.783,6888.4,8.23,1.08,9.2,L,6888.4,1,10.76,0.45
ECO00029,193.04,15.082,6442.1,8.25,0.7,7.1,L,6406.9,0,10.9,0.58
ECO00030,201.816,4.209,6915.2,8.35,0.86,5.6,L,6915.2,1,10.77,0.77
ECO00031,204.262,4.93,6839.0,8.49,1.13,17.9,L,6839.0,1,10.9,4.65
ECO00032,204.726,4.131,6528.1,8.49,1.02,13.8,L,6528.1,1,10.77,0.89
ECO00033,205.177,4.813,6757.5,8.69,1.05,22.5,L,6787.3,0,12.13,4.75
ECO00034,209.232,11.375,6789.8,8.31,0.81,6.9,L,6669.0,0,11.11,0.98
ECO00035,234.194,7.834,3379.1,8.47,0.77,9.7,L,3379.1,1,10.78,0.22
ECO00036,211.427,12.074,4599.4,8.31,0.85,18.7,L,4599.4,1,10.76,0.85
ECO00037,212.073,12.468,4199.6,8.25,0.77,10.2,E,4199.6,1,10.75,0.77
ECO00038,145.59,5.996,5710.7,8.47,1.08,13.8,L,5710.7,1,10.76,0.42
ECO00039,140.383,11.347,5533.4,8.35,0.96,22.2,L,5533.4,1,10.81,0.16
ECO00040,146.46,8.91,5067.3,8.35,1.04,24.4,L,5067.3,1,10.81,0.8
ECO00041,149.448,4.521,6395.9,8.75,1.35,15.8,L,6395.9,1,10.81,0.37
ECO00042,165.475,4.047,6532.7,8.47,1.31,17.2,L,6532.7,1,10.77,1.56
ECO00043,166.673,4.444,6014.8,8.63,1.29,27.0,L,6014.8,1,10.83,0.71
ECO00044,169.279,12.925,5802.6,8.51,0.69,18.5,L,5859.9,0,11.07,0.84
ECO00045,176.094,13.01,6382.4,8.47,1.0,12.7,L,6382.4,1,10.74,0.26
ECO00046,195.219,27.805,6842.3,9.07,1.6,23.7,L,6589.0,0,14.45,16.73
ECO00047,177.947,11.821,6355.4,8.51,1.2,30.9,L,6355.4,1,10.83,1.35
ECO00048,180.652,4.55,5530.5,8.53,0.99,11.3,L,5530.5,1,10.78,0.83
ECO00049,184.566,11.227,4661.0,8.51,1.18,25.5,L,4661.0,1,10.77,0.2
ECO00050,205.644,4.529,6843.5,8.55,1.07,13.7,L,6798.5,0,11.33,4.46
ECO00051,206.528,12.038,6812.4,8.49,0.68,14.0,L,6812.4,1,10.79,0.55
ECO00052,207.008,10.951,6853.7,8.61,0.93,13.5,L,6853.7,1,10.78,0.44
ECO00053,175.806,12.495,6208.7,8.69,1.84,15.1,L,6208.7,1,10.78,0.52
ECO00054,154.889,13.04,6810.3,8.27,0.96,13.0,L,6810.3,1,10.77,0.82
ECO00055,160.037,9.275,5295.7,8.59,0.81,19.2,L,5295.7,1,10.78,0.16
ECO00056,194.852,27.517,5914.2,8.91,1.63,9.5,E,6017.0,0,12.08,3.21
ECO00057,167.324,5.093,6759.1,8.35,0.87,22.2,L,6712.5,0,11.03,1.37
ECO00058,184.793,9.814,6295.6,8.51,0.83,17.5,L,6295.6,1,10.78,0.3
ECO00059,172.297,11.866,3065.7,8.67,0.9,41.0,L,3090.3,0,11.03,0.79
ECO00060,143.793,25.124,6089.2,8.31,0.94,11.9,L,6089.2,1,10.79,0.6
ECO00061,148.822,24.928,6585.9,8.33,0.91,16.0,L,6585.9,1,10.78,0.61
ECO00062,149.134,24.858,6627.1,8.43,1.12,9.4,L,6627.1,1,10.77,0.6
ECO00063,150.563,25.926,6424.8,8.51,0.71,4.5,E,6424.8,1,10.75,0.49
ECO00064,151.746,27.689,6108.6,8.75,1.7,4.7,E,6108.6,1,10.78,0.46
ECO00065,194.569,27.803,5704.5,9.09,2.18,8.9,E,6589.0,0,14.45,18.16
ECO00066,155.164,25.56,6310.9,9.31,2.4,6.5,E,6085.3,0,13.42,3.32
ECO00067,158.067,25.339,6221.7,8.41,0.89,21.2,L,6221.7,1,10.75,1.29
ECO00068,161.085,15.511,6163.3,8.59,1.24,9.7,L,6163.3,1,10.75,0.52
ECO00069,161.707,26.309,6262.9,8.47,0.76,13.9,L,6262.9,1,10.77,2.94
ECO00070,163.987,26.635,6515.0,8.41,0.98,9.3,L,6501.9,0,11.28,1.34
ECO00071,165.864,24.911,6188.1,8.85,1.08,11.2,E,6286.9,0,11.86,2.16
ECO00072,166.001,25.893,6668.4,8.51,0.67,14.1,L,6668.4,1,10.75,0.33
ECO00073,169.334,27.872,6716.5,8.45,0.79,13.5,L,6716.5,1,10.78,0.38
ECO00074,194.309,27.254,5248.0,9.01,2.08,10.8,E,5248.0,1,10.75,0.66
ECO00075,174.751,26.611,6956.5,8.89,1.8,10.7,E,6956.5,1,10.76,1.56
ECO00076,174.867,26.49,6866.2,8.53,0.76,11.3,L,6833.7,0,12.6,2.6
ECO00077,175.379,25.935,6810.5,8.57,0.84,5.3,E,6831.0,0,11.65,2.73
ECO00078,175.531,26.122,6847.6,8.61,0.95,5.5,E,6847.6,1,10.76,2.62
ECO00079,184.953,26.286,6883.3,8.69,1.61,10.6,L,6883.3,1,10.76,2.32
ECO00080,189.443,26.299,6605.8,8.67,1.17,19.8,L,6605.8,1,10.79,4.05
ECO00081,189.553,26.492,6718.8,8.87,1.56,9.0,E,6814.2,0,10.92,1.51
ECO00082,189.621,26.374,6909.6,8.71,0.57,13.9,L,6814.2,1,10.92,1.43
ECO00083,189.867,26.672,6021.3,8.81,0.91,4.4,E,6021.3,1,10.77,0.53
ECO00084,194.018,27.285,6704.1,8.71,1.64,12.1,L,6704.1,1,10.8,13.47
ECO00085,193.324,26.339,6923.7,8.67,1.09,6.2,E,6923.7,1,10.76,1.83
ECO00086,199.191,26.212,3998.9,8.91,0.93,26.0,L,3991.8,1,10.97,0.43
ECO00087,201.016,13.936,6414.1,8.51,1.26,8.4,L,6447.8,0,12.58,1.27
ECO00088,201.442,13.91,6630.9,8.37,0.93,8.3,L,6630.9,1,10.77,1.02
ECO00089,202.821,9.353,6940.8,8.55,1.24,7.6,L,6940.8,1,10.75,1.79
ECO00090,207.882,14.045,6791.4,8.93,1.92,10.1,L,6889.1,0,12.45,1.89
ECO00091,208.076,6.92,6745.2,8.71,1.19,21.3,L,6745.2,1,10.86,0.72
ECO00092,208.195,8.598,6884.5,8.51,1.34,5.7,E,6884.5,1,10.76,1.81
ECO00093,208.219,14.208,6774.4,8.69,1.43,10.0,L,6774.4,1,10.81,1.82
ECO00094,147.919,14.038,2745.8,8.39,0.86,15.1,L,2745.8,1,10.78,0.39
ECO00095,210.756,12.485,5386.5,8.65,1.18,13.1,L,5386.5,1,10.75,0.74
ECO00096,210.922,9.534,6734.1,9.01,2.04,10.2,E,7017.2,0,13.48,3.27
ECO00097,211.204,11.699,4659.2,8.33,0.82,6.7,E,4640.8,0,11.4,0.96
ECO00098,214.188,10.97,6741.5,8.43,0.79,5.6,E,6741.5,1,10.77,0.3
ECO00099,226.03,10.62,6539.1,8.55,0.73,4.0,E,6539.1,1,10.75,0.46
ECO00100,229.282,10.524,6374.4,8.63,1.47,6.7,L,6374.4,1,10.76,0.8
ECO00101,236.613,8.657,3770.5,8.57,1.32,8.3,E,3770.5,1,10.74,0.17
ECO00102,157.303,25.396,5802.3,9.03,0.82,13.0,L,5802.3,1,11.02,0.21
ECO00103,211.335,10.411,5585.3,8.37,0.61,16.8,L,5435.0,0,11.76,1.0
ECO00104,131.696,13.164,4076.5,8.41,1.03,21.1,L,4076.5,1,10.76,0.49
ECO00105,214.619,26.496,4432.3,8.85,0.91,11.2,L,4472.8,0,12.13,1.88
ECO00106,227.321,10.852,6666.2,8.45,0.96,15.3,L,6628.6,0,11.23,0.74
ECO00107,201.07,9.675,6919.8,8.65,1.59,14.7,L,6987.5,0,12.93,0.88
ECO00108,156.123,24.423,6174.9,8.69,0.71,18.0,L,6185.7,0,11.04,2.29
ECO00109,178.894,27.363,6487.9,8.93,1.08,13.6,L,6510.8,0,11.81,1.07
ECO00110,195.047,27.46,6850.6,8.93,2.06,5.2,E,6850.6,1,10.75,4.73
ECO00111,178.622,25.15,6177.0,8.31,0.64,24.6,L,6177.0,1,10.79,0.5
ECO00112,174.809,25.787,6873.4,8.47,0.81,8.2,E,6873.4,1,10.75,2.57
ECO00113,178.755,25.461,6023.2,8.87,0.76,23.1,L,6023.2,1,10.86,0.52
ECO00114,161.928,27.458,6356.7,8.39,1.1,21.5,L,6356.7,1,10.77,1.6
ECO00115,157.946,24.858,6240.8,8.65,1.31,14.5,L,6176.8,0,12.44,1.4
ECO00116,175.079,25.392,6751.3,8.67,1.31,16.8,L,6703.4,0,12.07,1.69
ECO00117,162.362,15.851,5651.8,9.63,1.94,25.9,L,5615.2,0,11.78,0.56
ECO00118,206.819,13.298,6475.7,8.67,1.0,21.7,L,6475.7,1,10.81,0.76
ECO00119,161.339,13.714,2945.5,8.55,1.12,25.0,L,2945.5,1,10.76,0.81
ECO00120,140.191,13.948,5708.7,8.43,0.91,8.5,L,5708.7,1,10.76,0.17
ECO00121,207.764,13.983,6107.3,8.51,1.13,21.4,L,6132.6,0,10.93,0.44
ECO00122,207.601,13.857,6929.3,8.79,1.72,17.3,L,6929.3,1,10.77,1.41
ECO00123,208.026,14.13,6846.4,8.95,1.71,15.1,L,6815.7,0,13.03,2.08
ECO00124,212.888,4.482,5522.4,8.75,0.92,10.0,L,5522.4,1,10.88,0.18
ECO00125,216.526,27.244,4871.3,8.37,1.0,21.1,L,4871.3,1,10.75,0.91
ECO00126,155.217,25.819,5844.0,8.67,1.76,12.9,L,6085.3,0,13.42,2.09
ECO00127,175.195,26.383,6887.0,9.07,0.57,17.9,L,6883.3,0,11.26,2.64
ECO00128,179.612,27.076,6459.1,8.57,1.56,14.3,L,6459.1,1,10.78,0.82
ECO00129,193.957,27.089,6849.7,8.69,1.8,16.6,L,6849.7,1,10.81,4.15
ECO00130,200.379,6.601,6387.2,8.41,1.06,20.1,L,6387.2,1,10.82,0.51
ECO00131,211.23,8.921,6918.4,8.75,1.13,17.1,L,6918.4,1,10.81,2.91
ECO00132,194.811,27.896,6419.5,9.15,2.26,5.6,E,6589.0,0,14.45,27.16
ECO00133,194.848,27.92,6937.0,9.17,1.7,17.2,L,6589.0,0,14.45,26.38
ECO00134,194.481,27.232,6479.8,8.99,2.02,10.7,E,6479.8,1,10.77,16.47
ECO00135,166.061,5.127,5125.0,8.63,1.16,5.8,E,5125.0,1,10.76,0.15
ECO00136,178.314,11.634,2633.0,8.71,1.41,39.7,L,2633.0,1,10.75,0.37
ECO00137,171.862,6.885,5549.7,8.47,0.79,6.4,E,5549.7,1,10.76,0.32
ECO00138,177.394,6.96,5835.0,8.17,1.07,20.0,L,5913.1,0,11.4,1.58
ECO00139,180.671,8.158,6865.4,8.39,1.14,6.8,E,6865.4,1,10.77,0.29
ECO00140,171.905,8.501,5617.4,8.35,1.05,25.1,L,5617.4,1,10.8,0.32
ECO00141,166.831,5.411,6170.1,8.59,1.05,9.8,E,6170.1,1,10.75,1.03
ECO00142,172.502,7.661,6174.4,8.43,0.71,14.6,L,6174.4,1,10.75,1.07
ECO00143,181.385,14.29,6703.9,9.15,1.95,11.7,L,6854.7,0,11.68,1.81
ECO00144,184.029,14.21,6591.8,8.33,1.18,17.7,L,6542.4,0,11.22,0.71
ECO00145,182.807,14.165,6279.6,8.31,0.97,18.2,L,6279.6,1,10.76,0.4
ECO00146,176.832,15.475,6339.7,8.79,1.55,8.9,E,6332.9,0,11.16,1.02
ECO00147,234.726,8.594,3565.8,8.45,0.82,14.4,L,3565.8,1,10.76,0.21
ECO00148,206.809,6.913,6965.0,8.63,1.66,8.6,L,6965.0,1,10.75,1.57
ECO00149,205.341,6.007,6992.5,8.55,1.2,17.3,L,6992.0,1,10.91,2.81
ECO00150,215.196,6.735,6788.3,8.57,1.16,10.2,L,6788.3,1,10.78,0.25
ECO00151,205.795,7.767,6913.3,8.47,1.06,14.1,L,6951.9,0,11.11,1.83
ECO00152,179.083,6.173,3320.9,8.45,0.82,12.1,L,3320.9,1,10.77,0.16
ECO00153,230.799,6.317,6574.3,8.33,0.85,7.7,L,6574.3,1,10.77,0.54
ECO00154,209.098,10.104,4907.0,8.55,1.15,13.2,L,4887.4,0,11.18,0.45
ECO00155,209.654,10.039,6962.1,8.67,1.31,5.5,E,6962.1,1,10.77,1.71
ECO00156,216.448,12.229,6956.8,8.27,1.1,15.1,L,6923.7,0,11.12,0.32
ECO00157,215.859,12.968,5915.5,8.77,1.18,28.8,L,5915.5,1,10.83,0.23
ECO00158,216.294,13.727,5682.9,8.77,1.0,10.2,E,5614.5,0,11.52,0.37
ECO00159,214.728,13.814,5052.0,8.35,0.88,12.2,L,5052.0,1,10.75,0.89
ECO00160,178.777,14.467,6134.5,8.49,1.27,4.4,E,6134.5,1,10.77,0.72
ECO00161,177.657,14.453,5991.7,8.41,0.91,20.1,L,5991.7,1,10.82,0.5
ECO00162,178.302,15.114,6643.2,8.45,0.9,7.2,L,6680.6,0,11.73,1.04
ECO00163,193.867,15.882,6584.3,8.19,0.64,5.1,L,6584.3,1,10.77,0.7
ECO00164,135.745,25.675,6100.1,8.67,1.03,10.7,L,6030.8,0,11.65,0.76
ECO00165,133.284,25.978,6536.4,8.43,0.96,12.4,L,6536.4,1,10.8,0.3
ECO00166,228.489,27.254,6868.5,8.35,0.97,15.5,L,6868.5,1,10.77,0.27
ECO00167,191.199,6.764,5425.0,8.59,1.22,9.1,L,5461.0,0,11.07,0.37
ECO00168,191.846,27.465,6635.5,9.13,2.24,7.0,L,6628.9,1,13.01,2.79
ECO00169,195.988,26.729,6612.9,8.57,0.64,19.8,L,6612.9,1,10.86,6.22
ECO00170,195.419,27.549,6534.8,8.69,1.94,14.2,L,6499.4,0,10.93,18.28
ECO00171,175.27,26.269,6834.4,9.29,0.98,18.5,L,6883.3,0,11.26,2.51
ECO00172,192.436,27.592,6847.5,8.51,1.02,13.9,L,6961.3,0,10.95,2.91
ECO00173,195.636,27.393,5472.0,8.39,1.03,7.6,L,5447.5,0,11.1,1.83
ECO00174,140.007,7.056,3339.3,8.69,1.15,22.8,L,3339.3,1,10.76,0.46
ECO00175,205.741,11.957,6807.8,8.49,1.15,13.5,L,6807.8,1,10.78,0.53
ECO00176,183.106,7.137,5530.9,8.33,1.21,18.2,L,5530.9,1,10.76,0.3
ECO00177,199.841,6.311,6842.7,8.45,1.37,8.4,L,6842.7,1,10.75,0.9
ECO00178,188.419,7.839,6461.3,8.55,0.89,13.9,L,6455.8,0,12.07,0.36
ECO00179,211.352,7.611,5108.1,8.53,1.4,9.1,E,5108.1,1,10.77,0.44
ECO00180,132.084,26.414,5335.1,8.35,0.76,14.7,L,5335.1,1,10.78,0.2
ECO00181,151.796,12.651,2650.3,8.35,0.81,36.2,L,2650.3,1,10.82,0.91
ECO00182,144.953,7.066,5527.3,8.59,0.66,21.3,L,5527.3,1,10.84,0.24
ECO00183,192.102,9.317,6423.9,8.59,0.81,20.4,L,6423.9,1,10.78,0.29
ECO00184,210.418,7.998,5396.2,8.47,1.41,16.8,L,5396.2,1,10.75,0.84
ECO00185,210.67,9.279,5637.8,8.65,0.67,24.6,L,5941.5,0,13.7,3.57
ECO00186,210.479,9.379,4553.9,8.37,1.07,16.5,L,4553.9,1,10.78,0.89
ECO00187,191.404,10.599,5832.3,8.35,0.99,16.0,L,5832.3,1,10.76,0.2
ECO00188,231.268,7.282,6456.4,8.69,1.05,11.7,L,6456.4,1,10.79,0.48
ECO00189,211.445,7.698,4477.5,8.47,0.88,16.1,L,4477.5,1,10.75,0.6
ECO00190,205.409,24.677,5168.4,8.35,0.83,8.1,L,5168.4,1,10.75,0.28
ECO00191,231.858,11.284,3938.0,8.33,0.81,27.7,L,3938.0,1,10.76,0.34
ECO00192,209.726,14.933,6975.7,8.31,0.94,7.0,L,6975.7,1,10.77,0.59
ECO00193,209.319,15.882,4972.2,8.79,1.08,14.6,E,4972.2,1,10.88,0.33
ECO00194,233.042,11.158,6362.8,8.13,0.57,12.1,L,6362.8,1,10.76,0.19
ECO00195,232.923,12.741,6839.1,8.51,1.18,11.1,L,6839.1,1,10.74,0.5
ECO00196,210.993,15.85,6904.9,8.65,0.72,16.1,L,6900.2,0,11.35,0.39
ECO00197,220.141,14.476,5459.6,8.27,1.07,9.0,L,5415.3,0,11.33,0.52
ECO00198,157.593,15.255,5577.6,8.81,1.55,14.9,E,5589.3,0,11.83,0.57
ECO00199,204.553,15.863,4502.9,8.43,0.73,17.6,L,4502.9,1,10.78,0.18
ECO00200,138.872,11.774,4953.8,8.25,1.18,13.9,L,4852.4,0,11.91,0.95
ECO00201,146.671,14.198,3601.8,8.71,1.22,17.7,L,3601.8,1,10.75,0.51
ECO00202,162.94,8.557,5986.3,8.55,1.12,16.4,L,6361.0,0,13.47,4.29
ECO00203,162.532,8.917,6501.1,8.75,0.76,20.6,L,6501.1,1,10.84,2.07
ECO00204,197.167,24.077,6623.2,8.45,0.83,15.0,L,6623.2,1,10.75,0.41
ECO00205,184.229,25.775,6404.2,8.57,1.49,13.2,L,6393.2,0,11.11,0.86
ECO00206,184.187,26.124,6758.8,8.65,1.69,6.9,E,6758.8,1,10.76,1.9
ECO00207,174.414,8.864,3658.7,8.31,0.77,8.3,E,3658.7,1,10.75,0.16
ECO00208,230.289,15.334,6816.4,8.99,1.83,12.8,L,6819.4,0,11.84,1.17
ECO00209,188.812,24.549,6415.5,8.63,1.33,28.8,L,6415.5,1,10.83,0.71
ECO00210,169.25,24.765,4754.0,8.57,1.0,15.0,L,4754.0,1,10.76,0.15
ECO00211,192.717,25.259,4352.5,8.53,0.89,9.2,L,4352.5,1,10.76,0.31
ECO00212,198.768,24.939,6602.4,8.37,0.7,14.8,L,6602.4,1,10.76,0.24
ECO00213,186.616,25.889,6884.8,8.41,1.1,8.6,L,6900.0,0,11.17,1.54
ECO00214,196.238,25.583,6566.4,8.59,0.63,25.8,L,6566.4,1,10.81,1.26
ECO00215,225.617,14.902,6431.0,8.37,1.04,10.7,L,6431.0,1,10.81,0.65
ECO00216,150.176,15.606,5809.9,8.51,0.71,15.0,L,5809.9,1,10.78,0.22
ECO00217,230.268,15.269,6769.9,8.67,1.25,19.2,L,6819.4,0,11.84,1.19
ECO00218,227.737,13.446,6813.9,8.75,1.87,8.3,L,6752.5,0,12.6,1.51
ECO00219,206.255,15.968,6720.1,8.51,1.2,8.1,L,6720.1,1,10.75,0.94
ECO00220,206.719,15.969,6550.0,8.89,1.62,16.8,L,6550.0,1,10.82,0.74
ECO00221,231.053,11.694,2900.6,8.25,0.87,20.4,L,2900.6,1,10.78,0.19
ECO00222,228.421,13.81,6637.0,8.41,0.94,7.2,L,6713.3,0,11.45,1.19
ECO00223,155.583,15.816,6526.1,8.57,1.29,12.6,L,6526.1,1,10.77,0.57
ECO00224,143.642,13.006,2909.6,8.75,1.83,30.5,E,2909.6,1,10.83,0.48
ECO00225,164.85,9.101,6237.4,8.67,1.51,11.0,L,6237.4,1,10.79,0.8
ECO00226,144.323,14.249,5959.6,8.85,1.96,5.3,E,5959.6,1,10.75,0.26
ECO00227,162.467,8.728,6805.8,8.81,1.61,22.1,L,6805.8,1,10.8,0.32
ECO00228,164.111,8.912,6188.0,8.47,0.84,9.0,L,6188.0,1,10.76,1.15
ECO00229,209.795,10.213,6691.4,8.41,0.94,15.3,L,6655.0,0,11.64,1.59
ECO00230,152.465,30.321,6088.1,10.93,2.42,58.4,L,6088.1,1,12.02,0.78
ECO00231,169.745,22.887,6273.0,10.31,1.22,19.6,L,6247.7,1,12.01,1.51
ECO00232,170.52,19.05,4180.9,9.59,1.08,18.1,L,4180.9,1,11.18,0.64
ECO00233,142.951,-0.408,5481.5,8.41,0.72,11.2,L,5481.5,1,10.79,0.2
ECO00234,143.697,32.144,4394.4,8.55,1.06,28.9,L,4394.4,1,10.83,0.52
ECO00235,176.019,9.165,5921.4,8.71,0.83,11.1,L,5921.4,1,10.82,1.65
ECO00236,147.277,44.048,4737.1,8.65,0.74,41.8,L,4720.4,0,13.05,3.43
ECO00237,148.115,32.469,4445.8,8.19,0.86,9.6,L,4445.8,1,10.78,0.45
ECO00238,149.37,45.215,4381.5,8.39,1.24,20.4,L,4381.5,1,10.77,0.21
ECO00239,172.076,41.444,3007.0,8.61,0.77,26.2,L,3007.0,1,10.84,0.26
ECO00240,176.479,17.193,3241.1,8.39,0.94,16.0,L,3241.1,1,10.77,2.92
ECO00241,177.599,-0.528,3724.2,8.39,1.33,13.5,E,3724.2,1,10.76,0.23
ECO00242,191.433,47.101,4841.7,8.55,0.61,18.6,L,4841.7,1,10.98,0.5
ECO00243,145.678,9.456,3029.0,8.33,1.01,19.5,L,3054.4,0,11.76,1.85
ECO00244,195.397,28.147,5288.3,8.83,2.05,8.2,E,5288.3,1,10.76,1.02
ECO00245,201.456,33.065,4442.5,8.03,0.61,5.1,E,4442.5,1,10.75,0.33
ECO00246,202.36,0.903,3185.0,8.63,0.71,34.6,L,3185.0,1,10.86,0.3
ECO00247,227.404,39.265,4365.1,8.55,0.8,7.7,E,4365.1,1,10.77,0.3
ECO00248,210.154,36.052,3328.8,8.51,0.88,17.3,L,3328.8,1,10.77,0.64
ECO00249,157.474,20.802,2880.4,8.63,1.12,66.8,L,2880.4,1,11.01,0.16
ECO00250,136.341,21.623,2992.4,8.43,0.83,28.1,L,2992.4,1,10.77,1.06
ECO00251,156.059,0.148,6817.4,8.63,1.26,10.0,L,6853.9,0,11.58,0.59
ECO00252,194.436,34.84,4640.6,8.73,0.9,10.3,E,4640.6,1,10.79,0.67
ECO00253,196.601,35.229,4919.5,8.23,0.6,9.8,L,4839.2,0,12.63,1.51
ECO00254,217.833,34.634,4461.8,8.09,0.63,7.3,E,4461.8,1,10.76,0.57
ECO00255,217.933,31.69,3441.1,8.41,0.88,15.4,E,3527.6,0,11.45,1.12
ECO00256,161.343,1.985,5547.7,8.55,1.07,21.4,L,5520.0,0,11.3,0.96
ECO00257,176.058,19.337,5729.6,8.37,0.61,13.3,L,5745.0,0,11.11,1.76
ECO00258,186.461,1.443,6876.6,8.67,1.26,11.2,L,6876.6,1,10.75,0.94
ECO00259,213.788,49.342,4066.7,8.33,1.03,11.6,L,4066.7,1,10.78,0.43
ECO00260,218.836,43.972,3173.1,8.41,1.26,10.4,E,3173.1,1,10.76,0.3
ECO00261,137.231,22.813,4391.6,8.63,0.88,11.0,E,4391.6,1,10.78,0.3
ECO00262,210.88,9.221,6072.1,10.33,1.41,15.7,L,5937.6,1,11.69,3.54
ECO00263,176.338,9.802,6211.5,8.59,1.49,11.2,L,6290.9,0,11.73,2.26
ECO00264,179.172,23.825,4261.2,8.51,1.46,29.8,L,4208.8,0,11.63,0.84
ECO00265,216.321,32.449,4246.9,8.63,0.87,23.2,L,4236.1,0,11.44,1.22
ECO00266,197.092,-0.96,5352.7,8.65,1.14,15.4,L,5322.6,0,12.89,1.73
ECO00267,189.98,-0.8,4321.6,8.71,0.74,23.1,L,4321.6,1,10.8,0.17
ECO00268,202.486,-0.614,4950.7,8.63,0.9,22.8,L,4950.7,1,10.8,0.42
ECO00269,165.71,-0.364,4864.1,8.45,0.87,16.6,L,4931.1,0,11.16,0.44
ECO00270,159.659,-0.345,5440.1,8.67,1.21,9.9,L,5421.8,0,12.73,1.4
ECO00271,190.076,-0.185,3636.6,8.55,1.09,9.0,E,3636.6,1,10.79,0.54
ECO00272,190.273,-0.083,4704.3,8.63,1.1,7.4,E,4672.7,0,11.12,0.51
ECO00273,202.56,-0.03,5031.4,8.59,0.83,34.6,L,5031.4,1,10.81,0.49
ECO00274,197.01,9.957,3090.2,8.45,1.02,15.4,L,3090.2,1,10.77,0.19
ECO00275,160.687,0.149,4313.4,8.63,1.33,9.9,E,4313.4,1,10.76,0.3
ECO00276,152.71,0.281,6074.0,8.51,0.83,10.9,L,6074.0,1,10.76,0.8
ECO00277,182.356,0.308,5885.2,8.75,1.76,19.2,L,5885.2,1,10.81,2.49
ECO00278,182.904,0.322,5993.4,8.47,1.32,11.2,E,5978.2,0,11.05,3.2
ECO00279,170.165,0.457,6980.9,8.89,1.9,8.1,E,7164.0,0,12.71,1.72
ECO00280,177.097,10.44,6257.2,8.47,1.22,10.9,L,6257.2,1,10.75,1.52
ECO00281,225.96,0.565,6747.8,8.33,0.9,6.7,L,6747.8,1,10.75,0.16
ECO00282,181.667,1.334,6492.5,8.53,1.05,8.3,L,6492.5,1,10.76,0.51
ECO00283,187.903,1.348,6896.8,8.79,1.72,11.0,L,6899.8,0,10.94,1.38
ECO00284,182.99,1.489,6153.6,8.49,1.15,11.6,L,6072.2,0,11.36,3.39
ECO00285,165.906,10.937,6215.3,8.69,1.07,5.5,E,6234.4,0,11.1,0.88
ECO00286,197.887,1.526,5409.3,8.43,0.94,15.8,L,5409.3,1,10.76,0.86
ECO00287,180.679,1.526,5241.2,8.71,1.79,13.0,L,5241.2,1,10.76,0.36
ECO00288,206.6,1.579,4931.4,8.45,1.13,8.0,E,4931.4,1,10.74,0.18
ECO00289,192.911,1.671,5125.9,8.51,1.04,17.0,L,5125.9,1,10.79,0.26
