NAME,RADEG,DEDEG,CZ,LOGMSTAR,MODELU_RCORR,R90,MORPHEL,GRPCZ,FC,LOGMH,DEN1MPC
ECO09137,159.552,33.205,6597.2,9.11,0.84,14.3,L,6597.2,1,11.05,0.49
ECO09138,195.592,33.215,7236.8,10.07,2.34,9.4,E,7236.8,1,11.36,0.98
ECO09139,159.089,13.712,2872.3,10.01,1.34,40.8,L,2872.3,1,11.3,1.13
ECO09140,140.592,33.22,6489.1,9.29,1.69,14.3,E,6426.7,1,11.14,1.89
ECO09141,140.587,33.25,6331.2,8.75,0.86,13.2,L,6426.7,0,11.14,1.87
ECO09142,179.546,33.265,7308.3,9.27,1.37,21.2,L,7308.3,1,11.17,0.51
ECO09143,162.068,33.268,6803.1,8.83,0.71,8.7,L,6760.1,0,11.35,0.58
ECO09144,204.394,33.278,7407.3,8.71,1.24,12.5,L,7288.0,1,11.03,3.19
ECO09145,204.024,33.283,6765.0,9.01,0.93,13.7,L,7136.6,0,12.46,3.42
ECO09146,216.989,33.289,4323.0,8.93,1.17,16.6,L,4251.2,0,11.8,1.31
ECO09147,164.266,33.301,6874.5,9.97,2.29,10.2,E,6874.5,1,11.16,0.34
ECO09148,140.546,33.301,7211.0,10.27,2.44,17.5,E,7158.3,0,12.65,2.74
ECO09149,197.981,33.307,7076.9,9.65,1.42,11.3,E,6985.7,1,11.32,0.59
ECO09150,159.161,35.053,6762.0,10.11,0.89,33.9,L,6762.0,1,11.9,0.54
ECO09151,139.804,33.316,6694.7,8.79,1.54,13.2,L,7047.1,0,12.01,3.53
ECO09152,203.896,33.317,7035.9,9.05,1.93,7.8,L,7136.6,0,12.46,3.35
ECO09153,203.969,33.327,7135.2,9.55,0.82,10.8,L,7136.6,0,12.46,3.24
ECO09154,204.275,33.327,7168.8,8.95,1.42,8.4,L,7288.0,0,11.03,3.53
ECO09155,197.6,33.336,4903.9,9.07,1.28,22.9,L,4903.9,1,11.02,0.76
ECO09156,190.422,33.413,6859.2,8.91,1.44,16.4,L,6803.0,0,11.18,1.66
ECO09157,140.304,33.421,7074.6,10.17,2.36,15.9,E,7158.3,0,12.65,3.38
ECO09158,139.794,33.425,6978.7,9.27,1.53,23.7,L,7047.1,0,12.01,3.57
ECO09159,169.176,33.43,7409.0,10.21,2.27,20.9,E,7405.2,1,11.59,0.73
ECO09160,139.88,33.434,6755.2,8.79,0.96,8.4,E,7047.1,0,12.01,3.64
ECO09161,159.16,14.171,2898.1,10.65,2.34,56.7,E,2898.1,1,11.72,1.03
ECO09162,204.037,33.442,7410.9,9.35,1.99,11.3,L,7136.6,0,12.46,3.59
ECO09163,178.754,33.444,7297.9,9.27,1.73,11.0,L,7297.9,1,10.93,0.33
ECO09164,203.856,33.445,7118.1,9.67,2.02,10.4,L,7136.6,0,12.46,4.21
ECO09165,194.347,33.456,7142.1,9.29,1.03,15.2,L,7142.1,1,11.09,0.71
ECO09166,140.009,33.465,7363.2,9.51,2.11,8.2,E,7047.1,0,12.01,3.68
ECO09167,139.38,33.476,6555.8,9.37,1.69,13.0,E,6555.8,1,10.99,1.82
ECO09168,204.63,33.503,5205.6,8.65,0.79,16.6,L,5205.6,1,10.85,0.31
ECO09169,207.851,33.509,4632.8,9.03,1.71,25.0,L,4666.4,0,11.58,0.66
ECO09170,140.109,33.516,6985.3,9.93,2.13,20.6,E,6985.3,1,11.17,3.73
ECO09171,169.214,33.525,7431.6,8.91,1.45,15.3,L,7405.2,0,11.59,0.68
ECO09172,159.149,5.911,3350.0,9.81,1.59,19.8,E,3350.0,1,11.21,0.27
ECO09173,203.349,33.525,7394.6,8.97,1.16,17.8,L,7266.2,0,11.77,4.73
ECO09174,203.264,33.525,7320.0,8.63,0.75,8.2,L,7266.2,0,11.77,4.73
ECO09175,180.631,33.541,6762.7,9.31,1.02,11.1,L,6762.7,1,11.1,0.64
ECO09176,186.932,33.58,6652.7,9.07,1.0,10.0,L,6652.7,1,10.93,0.48
ECO09177,202.017,33.593,7447.4,9.51,1.13,16.5,L,7353.2,1,11.39,2.23
ECO09178,139.842,33.604,6534.8,9.25,2.09,9.3,E,6780.8,0,13.89,6.03
ECO09179,203.646,33.628,7217.3,9.15,0.84,8.6,L,7165.9,0,11.47,4.53
ECO09180,180.492,33.637,7123.0,9.47,1.18,12.1,L,7192.1,1,11.31,0.83
ECO09181,169.17,33.64,7375.1,9.09,1.48,19.0,L,7405.2,0,11.59,0.66
ECO09182,139.968,33.65,6622.1,10.27,2.53,16.6,E,6780.8,0,13.89,6.25
ECO09183,134.474,17.091,6026.8,9.61,0.73,17.7,L,6037.8,0,12.16,1.1
ECO09184,159.25,18.136,6149.1,10.99,2.19,43.1,L,6130.6,1,12.5,0.95
ECO09185,146.533,33.691,6616.4,9.31,0.96,11.2,L,6616.4,1,11.14,1.15
ECO09186,139.761,33.695,7002.0,9.17,2.06,7.4,E,6780.8,0,13.89,3.68
ECO09187,184.191,33.699,6862.7,9.27,1.18,19.6,L,6704.9,0,13.18,1.14
ECO09188,140.154,33.706,6672.5,9.07,1.87,14.0,L,6780.8,0,13.89,6.15
ECO09189,184.945,33.707,6499.0,9.33,1.72,18.4,L,6489.6,0,11.65,0.58
ECO09190,139.94,33.72,6559.8,9.81,2.1,21.9,E,6780.8,0,13.89,6.04
ECO09191,140.399,33.725,7253.0,8.85,1.07,7.6,L,7067.3,0,12.59,3.46
ECO09192,139.685,33.731,6944.0,9.27,1.74,13.3,E,6780.8,0,13.89,4.38
ECO09193,137.648,33.733,3339.7,8.81,1.88,6.8,E,3339.7,1,10.78,0.47
ECO09194,202.905,33.74,7316.9,8.45,1.09,9.2,L,7154.7,0,11.09,3.73
ECO09195,159.33,43.588,7428.9,11.15,2.46,58.3,E,7376.8,1,12.65,0.88
ECO09196,140.391,33.781,7140.3,9.07,1.23,13.9,L,7067.3,0,12.59,3.48
ECO09197,144.23,33.785,6807.6,8.55,0.88,5.9,L,6790.5,0,11.57,0.84
ECO09198,224.7,33.803,6212.4,9.61,1.22,11.9,L,6185.8,1,11.15,0.39
ECO09199,199.408,33.854,7270.0,8.77,1.12,14.2,L,7270.0,1,10.88,0.6
ECO09200,171.837,33.878,6266.4,8.59,0.78,11.0,L,6304.7,1,10.92,0.77
ECO09201,203.686,33.89,7011.8,10.37,1.94,69.4,L,7011.8,1,11.8,1.79
ECO09202,202.782,33.896,7356.3,9.13,1.9,7.1,E,7356.3,1,10.9,3.33
ECO09203,139.523,33.918,7265.9,9.67,2.1,10.5,L,6780.8,0,13.89,6.01
ECO09204,199.019,33.922,7269.6,9.67,1.81,8.1,E,7269.6,1,11.12,0.52
ECO09205,161.992,33.927,6818.1,8.95,1.18,35.7,L,6818.1,1,11.03,0.46
ECO09206,159.292,12.653,2755.8,9.77,0.86,32.2,L,2755.8,1,11.29,0.84
ECO09207,139.774,33.93,6252.2,9.45,2.14,9.9,E,6320.3,0,11.44,1.45
ECO09208,139.678,33.943,6848.1,9.75,2.2,11.2,E,6780.8,0,13.89,6.05
ECO09209,139.914,33.954,6862.2,9.49,2.17,8.3,E,6780.8,0,13.89,5.98
ECO09210,140.917,33.981,6455.6,8.87,1.24,6.2,E,6455.6,1,10.82,1.66
ECO09211,231.212,34.063,4608.4,9.15,1.91,10.1,E,4608.4,1,10.92,0.39
ECO09212,180.34,34.072,6826.6,9.07,0.83,17.4,L,6826.6,1,11.06,0.72
ECO09213,147.639,34.099,6506.1,8.97,0.75,31.5,L,6506.1,1,10.99,0.81
ECO09214,139.34,34.122,6669.6,9.15,1.01,26.5,L,6780.8,0,13.89,4.88
ECO09215,139.744,34.134,6634.7,9.55,2.18,10.8,E,6780.8,0,13.89,5.91
ECO09216,174.721,34.144,6314.3,8.85,0.74,26.3,L,6314.3,1,10.95,0.49
ECO09217,159.336,13.278,6925.9,9.83,0.86,22.5,L,6925.9,1,11.43,0.27
ECO09218,179.387,34.145,6713.5,9.49,1.02,16.7,L,6713.5,1,11.14,0.64
ECO09219,203.88,34.152,7329.5,9.83,1.38,15.6,L,7302.0,1,11.79,4.38
ECO09220,203.562,34.194,7145.7,9.99,2.13,22.7,L,7302.0,0,11.79,4.59
ECO09221,139.035,34.246,7081.9,8.39,0.82,6.7,L,7081.9,1,10.78,2.0
ECO09222,203.782,34.296,7416.9,10.05,2.02,15.1,E,7302.0,0,11.79,4.33
ECO09223,191.202,34.352,7045.7,8.85,1.08,10.1,L,7045.7,1,10.93,0.93
ECO09224,217.59,34.386,4490.9,8.51,1.14,20.3,L,4490.9,1,10.8,0.49
ECO09225,203.806,34.434,7046.4,9.35,1.98,12.1,E,7046.4,1,10.91,2.29
ECO09226,192.508,34.484,6956.4,9.53,0.83,12.5,L,6956.4,1,11.29,1.68
ECO09227,216.904,34.522,4112.3,8.87,1.2,25.7,L,4112.3,1,10.92,0.91
ECO09228,159.356,18.068,6112.2,9.65,0.9,14.1,L,6130.6,0,12.5,1.05
ECO09229,159.722,34.604,6627.6,8.73,0.8,11.2,L,6627.6,1,10.91,0.79
ECO09230,203.654,34.612,6409.8,9.71,2.19,10.0,E,6504.8,1,11.22,0.46
ECO09231,210.686,34.614,3470.7,9.03,1.98,19.6,E,3470.7,1,10.81,0.47
ECO09232,203.646,34.619,7051.6,10.29,2.41,19.2,E,7195.1,0,13.29,4.41
ECO09233,138.578,34.635,6823.0,9.35,1.99,13.6,L,6823.0,1,10.93,2.53
ECO09234,203.797,34.647,6485.1,8.83,0.96,10.7,E,6504.8,0,11.22,0.46
ECO09235,144.219,34.663,7035.8,8.51,1.04,10.4,L,7035.8,1,10.79,0.25
ECO09236,234.942,34.663,6640.9,8.83,0.78,17.4,L,6630.3,0,11.2,0.55
ECO09237,146.108,34.702,5983.8,8.71,0.91,16.8,L,5976.8,0,11.76,0.88
ECO09238,203.505,34.735,7293.5,10.09,2.23,19.9,L,7195.1,0,13.29,4.15
ECO09239,159.348,12.157,2778.0,8.93,0.87,23.5,L,2778.0,1,10.91,0.86
ECO09240,170.195,34.751,6274.8,9.03,1.2,8.4,E,6274.8,1,10.9,0.77
ECO09241,203.591,34.773,7284.3,9.29,2.01,10.6,L,7195.1,0,13.29,4.19
ECO09242,146.551,34.776,6089.1,8.43,0.68,13.3,L,6090.8,0,11.71,1.02
ECO09243,159.489,34.788,6681.1,10.45,2.32,21.2,E,6681.1,1,11.51,0.79
ECO09244,203.92,34.796,7113.6,10.13,2.01,14.2,L,7113.6,1,11.46,2.95
ECO09245,221.697,34.819,6501.2,9.21,0.79,29.2,L,6501.2,1,11.11,0.16
ECO09246,205.37,34.826,6853.8,8.59,1.12,17.0,L,6853.8,1,10.86,0.44
ECO09247,203.339,34.849,7364.6,9.83,2.13,10.3,E,7364.6,1,11.12,2.9
ECO09248,202.547,34.859,7038.9,9.37,2.25,14.5,E,7207.5,0,12.35,3.04
ECO09249,139.748,34.862,6819.6,10.15,2.25,19.0,E,6880.9,0,11.76,3.02
ECO09250,159.408,37.456,6943.0,11.05,2.13,41.4,L,6941.7,1,12.42,1.07
ECO09251,139.949,34.91,5139.8,8.79,1.28,7.2,E,5139.8,1,10.81,0.57
ECO09252,202.66,34.937,7266.1,9.77,2.22,13.0,L,7207.5,0,12.35,3.05
ECO09253,202.237,34.967,7298.2,9.07,1.93,12.5,L,7298.2,1,10.85,2.19
ECO09254,196.762,34.979,6948.0,8.85,0.81,20.1,L,6948.0,1,10.99,0.38
ECO09255,203.582,34.983,7344.4,9.41,2.05,12.3,E,7195.1,0,13.29,3.5
ECO09256,151.924,34.988,6114.2,8.81,0.97,12.8,L,6114.2,1,10.89,0.41
ECO09257,139.636,35.002,6891.1,10.39,2.35,20.3,E,6880.9,1,11.76,2.86
ECO09258,198.67,35.036,7196.9,8.77,1.06,16.3,L,7196.9,1,10.96,0.47
ECO09259,172.775,35.059,6384.7,8.55,1.4,9.6,L,6384.7,1,10.8,0.67
ECO09260,205.685,35.063,7368.4,10.19,1.46,16.3,E,7352.3,0,12.73,1.19
ECO09261,159.527,44.845,7145.6,10.71,2.08,19.6,L,7145.6,1,11.87,0.33
ECO09262,203.925,35.089,7243.0,9.15,1.9,18.9,L,7243.0,1,10.97,3.13
ECO09263,140.104,35.09,6940.4,9.29,2.0,16.1,L,6940.4,1,10.93,2.05
ECO09264,210.811,35.098,4445.6,9.41,1.93,30.2,E,4445.6,1,11.03,0.42
ECO09265,191.555,35.102,4291.6,9.03,1.07,26.0,L,4291.6,1,10.97,0.96
ECO09266,205.57,35.112,7330.6,8.79,1.65,11.5,L,7352.3,0,12.73,1.28
ECO09267,207.751,35.124,5197.3,8.77,1.19,15.7,L,5197.3,1,10.85,1.09
ECO09268,203.939,35.128,6783.5,8.53,0.93,7.2,E,6783.5,1,10.81,0.36
ECO09269,198.846,35.174,6978.7,8.83,0.74,6.5,L,6978.7,1,10.94,0.6
ECO09270,147.43,35.186,6083.6,8.93,1.12,13.9,L,6083.6,1,10.87,0.73
ECO09271,203.231,35.213,7311.0,8.81,0.87,17.3,L,7311.0,1,10.93,2.74
ECO09272,159.53,4.894,6448.5,10.31,1.31,37.0,L,6448.5,1,11.61,0.26
ECO09273,196.156,35.245,4777.3,8.75,1.07,19.5,L,4839.2,0,12.63,1.39
ECO09274,196.417,35.246,4803.9,9.09,1.86,13.9,L,4839.2,0,12.63,1.57
ECO09275,194.601,35.25,6752.4,8.41,0.63,8.3,L,6752.4,1,10.9,0.42
ECO09276,180.188,35.254,7228.6,10.11,2.04,19.4,L,7228.6,1,11.37,0.21
ECO09277,207.126,35.273,6441.3,8.75,0.96,19.1,L,6441.3,1,10.98,0.5
ECO09278,200.371,35.277,7074.1,9.59,0.98,24.5,L,7074.1,1,11.03,0.61
ECO09279,141.427,35.306,4888.0,9.15,1.28,23.0,L,4888.0,1,10.99,0.59
ECO09280,230.328,35.318,7115.7,8.85,0.93,13.2,L,7115.7,1,10.92,0.49
ECO09281,231.057,35.324,7198.2,8.85,0.9,12.8,L,7212.7,0,11.09,0.53
ECO09282,206.265,35.348,7160.5,8.87,1.22,18.5,L,7160.5,1,10.9,1.0
ECO09283,159.656,44.523,3727.6,9.21,0.79,24.3,E,3727.6,1,11.13,0.16
ECO09284,203.161,35.362,6096.2,8.83,1.04,8.6,L,6096.2,1,10.92,0.27
ECO09285,178.075,35.375,6432.8,9.17,1.03,29.7,L,6400.3,1,11.24,1.79
ECO09286,183.008,35.404,7065.8,9.79,1.81,13.8,L,7065.8,1,11.26,0.45
ECO09287,178.081,35.407,6407.7,8.91,2.02,4.2,E,6400.3,0,11.24,1.84
ECO09288,195.273,35.409,4538.2,8.67,0.88,21.6,L,4538.2,1,10.82,0.91
ECO09289,203.625,35.455,7059.9,9.45,1.66,11.6,L,7059.9,1,11.11,1.72
ECO09290,168.088,35.468,7283.1,9.61,1.71,11.9,L,7386.6,0,12.74,0.88
ECO09291,206.336,35.474,7255.1,9.05,1.84,11.5,L,7155.4,0,11.1,1.02
ECO09292,206.203,35.495,7055.7,9.25,1.6,21.0,E,7155.4,1,11.1,1.04
ECO09293,206.516,35.52,7437.6,10.27,2.37,22.8,L,7347.9,0,12.32,1.07
ECO09294,134.469,12.495,5649.0,9.27,0.79,33.2,L,5649.0,1,11.21,0.37
ECO09295,159.8,-0.41,5438.5,10.17,1.18,26.4,L,5421.8,0,12.73,1.47
ECO09296,169.968,35.526,6389.6,8.79,0.95,8.0,L,6406.0,1,11.03,0.83
ECO09297,200.332,35.58,5770.9,8.91,0.83,20.7,L,5887.5,0,11.95,0.63
ECO09298,143.296,35.59,6904.4,8.69,0.9,8.0,L,6904.4,1,10.88,0.49
ECO09299,169.887,35.61,6422.5,8.67,0.8,13.9,L,6406.0,0,11.03,0.81
ECO09300,144.223,35.625,6669.8,9.23,0.61,39.3,L,6664.0,0,11.79,1.51
ECO09301,170.287,35.658,6340.6,9.19,0.88,23.9,L,6340.6,1,11.01,0.85
ECO09302,182.795,35.681,6489.8,9.43,0.91,7.3,L,6489.8,1,11.22,0.42
ECO09303,206.445,35.703,7399.5,9.35,1.89,17.8,L,7347.9,0,12.32,1.05
ECO09304,194.409,35.72,4546.7,8.43,0.64,20.1,L,4546.7,1,10.88,1.14
ECO09305,213.041,35.733,3321.1,8.99,1.26,23.2,L,3321.1,1,10.92,1.44
ECO09306,159.827,14.848,6471.5,10.41,1.8,34.2,L,6492.3,1,11.56,0.89
ECO09307,146.293,35.778,6614.6,9.05,0.96,14.0,L,6614.6,1,11.09,2.74
ECO09308,138.215,35.794,6996.0,8.93,1.8,11.6,L,7005.7,0,12.33,2.17
ECO09309,144.774,35.802,6068.6,8.37,0.75,8.6,L,6032.6,0,11.21,1.1
ECO09310,178.571,35.807,6431.5,9.35,1.61,9.6,L,6444.9,1,11.26,1.62
ECO09311,204.344,35.819,7014.1,8.67,1.69,7.1,L,7014.1,1,10.77,1.16
ECO09312,163.84,35.843,7169.1,8.79,1.44,14.8,L,7161.5,0,11.18,0.83
ECO09313,163.746,35.847,7153.8,9.27,0.95,16.7,L,7161.5,1,11.18,0.86
ECO09314,138.133,35.859,6963.6,9.35,2.05,21.3,L,7005.7,0,12.33,2.17
ECO09315,233.143,35.867,5606.5,9.39,1.44,20.8,L,5606.5,1,11.03,0.2
ECO09316,200.198,35.872,7077.1,8.61,0.7,13.6,L,7077.1,1,10.85,0.47
ECO09317,159.845,12.998,7071.8,8.89,0.63,30.6,L,7071.8,1,11.16,0.22
ECO09318,183.113,35.883,6882.0,10.05,2.33,8.6,E,6882.7,1,11.41,1.42
ECO09319,172.874,35.895,7284.0,9.01,1.08,11.2,L,7284.0,1,10.97,0.17
ECO09320,201.389,35.924,5512.4,8.81,1.02,13.5,L,5613.1,0,12.56,1.89
ECO09321,183.187,35.938,6875.5,9.05,1.02,9.3,L,6882.7,0,11.41,1.49
ECO09322,203.941,35.967,6039.4,8.71,0.92,14.8,L,6039.4,1,10.85,0.34
ECO09323,137.82,35.968,6891.1,9.09,1.3,16.3,L,6891.1,1,10.94,1.31
ECO09324,146.661,35.995,6588.6,10.19,2.19,31.4,E,6533.6,1,11.58,2.45
ECO09325,219.503,36.023,4060.8,8.91,1.12,13.9,L,4060.8,1,10.82,0.54
ECO09326,218.227,36.032,6797.6,9.37,0.85,12.9,L,6797.6,1,11.16,0.17
ECO09327,175.724,36.059,6470.4,10.03,2.22,16.3,E,6384.5,0,11.52,0.9
ECO09328,159.859,17.831,6051.3,9.99,1.46,17.7,L,6051.3,1,11.43,1.0
ECO09329,233.218,36.127,4755.3,8.59,1.12,9.7,E,4755.3,1,10.81,0.54
ECO09330,210.49,36.169,5234.9,8.49,0.71,18.1,L,5234.9,1,10.84,0.71
ECO09331,144.96,36.174,5964.7,8.75,0.9,9.0,L,5964.7,1,10.86,1.11
ECO09332,166.536,36.181,7390.9,9.77,1.13,19.7,L,7390.9,1,11.26,0.8
ECO09333,146.415,36.194,6600.6,8.63,0.94,13.3,L,6606.2,0,11.89,2.98
ECO09334,145.814,36.231,7000.4,10.01,2.15,17.2,E,6623.7,0,13.21,2.98
ECO09335,145.831,36.237,6002.9,9.63,2.18,12.8,L,6623.7,0,13.21,3.02
ECO09336,209.157,36.246,5230.0,9.43,0.99,15.4,L,5175.0,1,11.31,0.98
ECO09337,217.491,36.274,3892.9,8.63,1.38,24.9,L,3915.2,1,11.02,0.97
ECO09338,145.814,36.286,6252.9,9.11,1.98,15.3,L,6623.7,0,13.21,2.89
ECO09339,159.835,-0.201,5422.1,10.95,2.24,59.5,E,5421.8,1,12.73,1.5
ECO09340,217.357,36.288,3937.6,8.79,0.98,31.0,L,3915.2,0,11.02,0.97
ECO09341,146.218,36.291,7106.1,8.69,1.22,7.4,L,7106.1,1,10.78,0.21
ECO09342,214.3,36.306,3594.0,9.43,1.45,31.0,L,3322.1,0,13.09,1.68
ECO09343,132.727,36.332,6874.0,8.91,0.96,14.8,L,6874.0,1,10.94,0.47
ECO09344,136.399,36.372,6930.5,9.03,1.8,9.5,L,7084.2,0,12.78,1.64
ECO09345,140.673,36.387,7444.8,9.27,1.12,11.5,L,7444.8,1,11.05,0.31
ECO09346,196.272,36.401,4893.6,8.99,1.08,24.3,L,4893.6,1,10.93,1.25
ECO09347,141.835,36.402,5675.5,8.53,0.99,10.2,L,5675.5,1,10.84,0.17
ECO09348,168.781,36.405,7178.0,9.93,1.65,16.3,L,7293.4,0,11.72,0.89
ECO09349,146.82,36.414,6898.4,8.51,0.94,7.3,L,6898.4,1,10.81,0.69
ECO09350,159.851,-0.389,5372.4,9.37,0.68,21.6,L,5421.8,0,12.73,1.48
ECO09351,162.495,36.415,6969.5,9.45,1.65,19.2,L,7073.9,0,12.32,1.0
ECO09352,168.718,36.421,7220.3,8.75,1.21,12.9,L,7293.4,0,11.72,0.82
ECO09353,136.698,36.436,7343.9,9.93,1.59,11.6,E,7343.9,1,11.22,0.74
ECO09354,196.241,36.44,6914.4,9.27,1.19,18.1,L,6937.4,0,11.58,0.5
ECO09355,182.226,36.456,6811.3,9.53,1.67,12.7,L,6811.3,1,11.13,1.91
ECO09356,136.637,36.458,6819.9,9.05,1.16,21.4,L,6819.9,1,10.97,0.62
ECO09357,133.183,36.465,7462.0,8.71,0.78,7.4,L,7462.0,1,10.95,0.2
ECO09358,196.103,36.48,6960.3,10.11,1.79,24.4,L,6937.4,1,11.58,0.5
ECO09359,232.534,36.51,4734.5,8.73,1.23,15.5,E,4734.5,1,10.79,0.54
ECO09360,188.084,36.514,6855.7,9.49,1.91,11.5,E,6855.7,1,11.06,0.88
ECO09361,159.913,25.323,5124.1,9.83,0.74,34.1,L,5124.1,1,11.68,0.44
ECO09362,207.177,36.514,7161.0,9.55,1.31,15.4,L,7161.0,1,11.35,0.73
ECO09363,178.185,36.531,6739.7,9.05,0.87,17.2,L,6739.7,1,11.03,0.39
ECO09364,182.722,36.546,6703.6,9.79,1.78,17.5,L,6835.4,0,12.36,1.97
ECO09365,150.126,36.571,6600.6,8.91,1.09,11.7,L,6578.6,0,12.06,0.92
ECO09366,151.572,36.592,6148.1,8.99,1.02,22.9,L,6148.1,1,11.05,0.36
ECO09367,196.964,36.611,7000.6,9.41,0.84,18.1,L,7000.6,1,11.17,0.5
ECO09368,208.311,36.637,6980.9,9.01,1.09,8.5,L,6980.9,1,10.89,0.32
ECO09369,166.166,36.656,6338.3,9.45,2.02,20.4,E,6319.4,1,11.07,0.42
ECO09370,137.835,36.682,5301.6,9.23,1.11,13.8,E,5301.6,1,10.99,0.2
ECO09371,140.211,36.684,7028.1,9.63,1.27,15.3,L,7028.1,1,11.12,0.61
ECO09372,159.926,26.728,5772.0,10.27,1.24,12.9,E,5725.5,1,11.49,0.32
ECO09373,194.904,36.696,4602.8,8.51,0.89,16.0,L,4564.3,0,11.01,1.07
ECO09374,182.574,36.725,6773.0,9.59,2.09,8.5,E,6835.4,0,12.36,2.08
ECO09375,203.561,36.73,5533.0,8.87,1.14,9.9,E,5533.0,1,10.88,1.34
ECO09376,131.368,36.731,6706.5,9.05,0.98,15.5,L,6706.5,1,10.99,0.31
ECO09377,147.691,36.745,6525.0,8.81,0.87,11.5,L,6525.0,1,10.92,1.24
ECO09378,147.093,36.771,6745.3,8.79,0.91,12.8,L,6745.3,1,10.96,1.54
ECO09379,182.335,36.777,6861.1,9.51,1.83,42.7,E,6831.8,1,11.45,2.07
ECO09380,182.388,36.796,6802.5,9.83,2.02,20.8,E,6831.8,0,11.45,2.1
ECO09381,165.651,36.826,7355.3,9.95,1.97,17.5,L,7416.3,0,12.11,0.84
ECO09382,187.855,36.826,6778.1,9.15,1.87,9.6,L,6778.1,1,10.96,0.73
ECO09383,159.991,24.091,6230.3,10.77,2.05,48.4,L,6230.3,1,12.35,0.47
ECO09384,134.013,36.866,6766.1,8.61,0.85,12.6,L,6766.1,1,10.84,0.37
ECO09385,214.568,36.884,3493.5,9.65,2.18,22.0,E,3493.5,1,11.05,1.06
ECO09386,174.928,36.889,6429.2,8.99,1.04,32.0,L,6378.5,0,11.48,0.66
ECO09387,183.076,36.913,6815.6,9.31,1.55,10.9,L,6815.6,1,10.96,1.79
ECO09388,175.413,36.929,7091.7,8.75,0.71,16.7,L,7091.7,1,10.97,0.16
ECO09389,148.73,36.954,5787.2,8.97,1.19,14.4,L,5787.2,1,10.92,0.55
ECO09390,164.023,36.96,6475.4,9.79,2.12,14.9,L,6501.5,0,12.2,0.36
ECO09391,210.724,36.996,5247.9,8.77,0.9,13.3,L,5247.9,1,10.87,0.66
ECO09392,207.863,37.017,5298.5,9.27,1.39,30.3,L,5309.2,0,11.84,0.63
ECO09393,146.814,37.052,6696.4,8.95,1.96,7.3,E,6696.4,1,10.79,1.82
ECO09394,160.118,9.183,5697.8,11.29,2.33,76.6,E,5717.5,1,12.81,0.75
ECO09395,150.291,37.105,6524.2,9.15,1.96,9.4,E,6535.3,0,12.07,1.25
ECO09396,150.42,37.128,6028.1,8.67,0.76,16.5,L,6028.1,1,10.93,0.39
ECO09397,182.965,37.172,7280.0,8.77,1.07,6.7,L,7280.0,1,10.93,0.72
ECO09398,161.23,37.207,7299.3,8.89,0.99,9.0,L,7135.5,0,11.84,2.6
ECO09399,206.019,37.217,5780.6,8.61,0.77,9.3,L,5780.6,1,10.82,0.84
ECO09400,160.369,37.263,6985.1,9.51,1.96,16.6,L,7126.5,0,13.16,2.78
ECO09401,160.423,37.32,7085.9,9.53,2.23,7.8,E,7126.5,0,13.16,2.78
ECO09402,160.425,37.34,7161.8,9.89,2.23,8.7,E,7126.5,0,13.16,2.74
ECO09403,149.149,37.348,6793.0,8.85,0.83,6.2,L,6720.0,1,10.96,1.37
ECO09404,160.773,37.359,7377.7,9.01,1.93,7.1,E,7360.4,0,11.61,1.43
ECO09405,130.72,25.07,5113.1,9.69,1.63,54.6,L,5113.1,1,11.33,0.2
ECO09406,134.625,6.321,3393.1,8.69,0.72,14.0,L,3393.1,1,10.9,0.25
ECO09407,160.304,6.37,5616.7,10.47,2.3,23.1,E,5588.0,1,11.64,0.49
ECO09408,160.371,37.385,7022.8,9.45,2.02,11.6,L,7126.5,0,13.16,2.81
ECO09409,160.271,37.386,6957.4,9.19,0.75,14.8,L,7126.5,0,13.16,2.65
ECO09410,160.298,37.389,7112.7,9.23,0.97,21.3,L,7126.5,0,13.16,2.71
ECO09411,208.338,37.402,7189.3,9.27,2.09,6.5,E,7343.2,0,12.46,1.34
ECO09412,194.216,37.405,7017.1,8.81,0.89,8.8,E,7017.1,1,10.91,0.37
ECO09413,208.396,37.437,7439.0,9.19,2.03,7.9,E,7343.2,0,12.46,1.35
ECO09414,202.429,37.446,6695.5,9.17,1.57,22.5,L,6695.5,1,11.0,0.21
ECO09415,160.212,37.447,7356.1,9.83,2.13,8.3,E,7126.5,0,13.16,2.66
ECO09416,150.838,37.458,6358.0,9.39,2.07,8.3,E,6409.5,0,12.14,1.26
ECO09417,162.303,37.467,7431.2,8.97,0.87,8.2,L,7431.2,1,10.94,0.92
ECO09418,160.315,6.361,6095.4,9.91,1.04,57.1,L,6095.4,1,11.54,0.38
ECO09419,159.164,37.474,6905.4,8.99,1.14,9.9,L,6941.7,0,12.42,1.12
ECO09420,150.877,37.48,7099.2,9.55,2.11,12.2,E,7099.2,1,10.97,0.28
ECO09421,208.999,37.489,5618.6,8.81,1.12,15.6,L,5618.6,1,10.87,1.15
ECO09422,166.521,37.489,6432.3,8.71,1.12,19.5,L,6432.3,1,10.88,0.31
ECO09423,209.992,37.516,7427.6,8.79,1.26,13.4,L,7427.6,1,10.84,0.53
ECO09424,208.644,37.522,7380.1,8.99,1.36,10.9,L,7380.1,1,10.92,1.3
ECO09425,160.32,37.549,7180.4,9.83,0.99,71.1,L,7126.5,0,13.16,2.72
ECO09426,181.646,37.563,6679.1,9.21,1.53,5.5,E,6679.1,1,10.87,0.95
